Appelation courante;Description;Historique/Anecdotes;Commune;Entité;Adresse actuelle;Latitude;Longitude;Photographies;r_Photographies
Sépulture Dosogne-Depaye-Balthasar;"Type identique à la sépulture située à côté des familles Dosogne-Groynne. Intéressante sépulture à caveau semi-enterré où l'art du trompe-l'oeil s'exerce à merveille dans la reproduction du végétal qui se meurt. A observer à ce propos, la croix-arbre et les "" potelets "" de la clôture. Adossée au mur du cimetière. Bel ensemble avec les tombes voisines.  Allée droite 03 parcelle ?";Pas d'information trouvée;Ohey;Haillot;Rue de l'église + cimetière, allée droite 03 parcelle ?;50.440698;5.15113;Haillot-Cat18-TombeDosogneDepayeBalthasar-AF-01Haillot-Cat18-TombeDosogneDepayeBalthasar-MT-01Haillot-Cat18-TombeDosogneDepayeBalthasar-MT-02;Haillot-Cat18-TombeDosogneDepayeBalthasar-AF
Sépulture Dosogne-Groynne;"Type identique à la sépulture située à côté des familles Dosogne-Depaye-Balthasar. Intéressante sépulture à caveau semi-enterré où l'art du trompe-l'oeil s'exerce à merveille dans la reproduction du végétal qui se meurt. A observer à ce propos, la croix-arbre et les "" potelets "" de la clôture. Adossée au mur du cimetière. Bel ensemble avec les tombes voisines.  Allée droite 03 parcelle ?";Pas d'information trouvée;Ohey;Haillot;Rue de l'église + cimetière, allée droite 03 parcelle ?;50.440698;5.15113;Haillot-Cat18-TombeDosogneGroynne-AF-01Haillot-Cat18-TombeDosogneGroynne-MT-01Haillot-Cat18-TombeDosogneGroynne-MT-03;Haillot-Cat18-TombeDosogneGroynne-AF
Sépulture Dosogne-Higuet;Sépulture écclectique à caveau semi-enterré, adossée au mur du cimetière. Signature de l'entreprise  à l'entrée du caveau.  Bel ensemble avec les tombes voisines. Allée droite 03 parcelle 60.;"Octave Joseph Maurice : soldat tombé au front à Ramskapelle. Les registres militaires mentionnent comme date de décès le 1er juillet 1916. Enterré dans un premier temps à Adinkerke.

Anatole Dosogne : ancien bourgmestre de Haillot";Ohey;Haillot;Rue de l'église + cimetière, allée droite 03 parcelle 60;50.440698;5.15113;Haillot-Cat11.4-TombeDosogneHiguet-AF-01Haillot-Cat11.4-TombeDosogneHiguet-AF-02Haillot-Cat11.4-TombeDosogneHiguet-AF-03Haillot-Cat11.4-TombeDosogneHiguet-AF-04;Haillot-Cat11.4-TombeDosogneHiguet-AF
Sépulture Gillet-Dosogne - Hansotte-Gillet;Intéressante sépulture écclectique à caveau semi-enterré, adossée au mur du cimetière. Symbole du pavot dans le tympan. Vases. Signature de l'entreprise  à l'entrée du caveau.  Bel ensemble avec les tombes voisines. Allée droite 03 parcelle ?;Pas d'information trouvée;Ohey;Haillot;Rue de l'église + cimetière, allée droite 03 parcelle ?;50.440698;5.15113;Haillot-Cat18-TombeGilletDosogneHansotte-AF-01Haillot-Cat18-TombeGilletDosogneHansotte-MT-01Haillot-Cat18-TombeGilletDosogneHansotte-MT-02;Haillot-Cat18-TombeGilletDosogneHansotte-AF
Sépulture Hansotte-Elias;"Intéressante sépulture à caveau semi-enterré où l'art du trompe-l'oeil s'exerce à merveille dans la reproduction du végétal qui se meurt. A observer à ce propos, la croix-arbre et les "" potelets "" de la clôture. Adossée au mur du cimetière, la paroi du fond est un large épitaphier cantonné de deux flambeaux. Sous les écritures, jolis drapés en relief. Signature d'une entreprise oheytoise à l'entrée du caveau.";""" A la sortie du village en direction de Goesnes, cimetière enclos de murs en moellons de calcaire, accessible par une entrée bordée de deux solides piliers en calcaire. Contre les murs, importants monuments en pierre calcaire d’inspirations diverses. (...) ""
IPIC : 92097-INV-0144-01";Ohey;Perwez;Rue du Bois de Goesnes + cimetière;50.456014;5.176301;Perwez-Cat18-TombeHansotteElias-PG-01Perwez-Cat18-TombeHansotteElias-PG-02Perwez-Cat18-TombeHansotteElias-AF-01Perwez-Cat18-TombeHansotteElias-AF-02Perwez-Cat18-TombeHansotteElias-AF-03;Perwez-Cat18-TombeHansotteElias-PG
Sépulture J.J.M. Lambotte;Croix-stèle. Allée gauche 02, rangée 03, tombe de droite d’un groupe de tombes provenant (toutes ?) de l'ancien cimetière de Perwez (autour de l'église). ;Comme l'indique l'épitaphe, J.J.M. Lambotte était ancien secrétaire et receveur de la Commune et du Bureau de bienfaisance de la Commune de Perwez, ancien secrétaire de la Commune de Goesnes.;Ohey;Perwez;Rue du Bois de Goesnes + cimetière, allée gauche 02, rangée 03, tombe de droite;50.456014;5.176301;Perwez-Cat11.4-TombeJJMLambotte-AF-01Perwez-Cat11.4-TombeJJMLambotte-AF-02;Perwez-Cat11.4-TombeJJMLambotte-AF
Sépulture Lambotte-Dejardin;Croix-stèle. Sous la croix, présence du symbole des mains jointes. Signature du monumentiste Thys à Marchin. Allée gauche 02, rangée 03, 2e tombe en partant de la droite. Elément faisant partie d’un groupe de tombes provenant (toutes ?) de l'ancien cimetière de Perwez (autour de l'église). ;Pas d'information trouvée;Ohey;Perwez;Rue du Bois de Goesnes, cimetière;50.456014;5.176301;Perwez-Cat18-TombeMLambotteMDejardin-AF-01Perwez-Cat18-TombeMLambotteMDejardin-AF-02Perwez-Cat18-TombeMLambotteMDejardin-AF-03Perwez-Cat18-TombeMLambotteMDejardin-AF-04;Perwez-Cat18-TombeMLambotteMDejardin-AF
Sépulture Lambotte-Sanzot;"Monument "" cénotaphe "" entouré de potelets reliés par une chaîne. Sous la croix, présence du symbole des mains jointes. Allée gauche 01 parcelle 244. ";Voir l'épitaphe;Ohey;Perwez;Rue du Bois de Goesnes + cimetière, allée gauche 01, parcelle 244;50.456014;5.176301;Perwez-Cat11.4-TombeLambotteSanzot-AF-01Perwez-Cat11.4-TombeLambotteSanzot-AF-02Perwez-Cat11.4-TombeLambotteSanzot-PG-01;Perwez-Cat11.4-TombeLambotteSanzot-AF
Sépulture Lamy Leclercq;Sépulture néogothique inspirée de la forme du baldaquin et du dais,  qui en architecture religieuse désigne un ouvrage posé sur colonnes coiffant un autel, un catafalque,… Sur la paroi du fond, armoiries et longue épitaphe concernant  monseigneur Thomas Joseph Lamy.   Signature de l'artisan oheytois H. Payafat à l'avant. Situation : allée droite 02 parcelle 34. Cimetière repris à l'IPIC sous la référence 92097-INV-0098-01;"Thomas – Joseph Lamy, prêtre, bibliste, orientaliste et professeur à l’université catholique de Louvain où il occupe les chaires d’hébreu et de syriaque. Il préside pendant près de trois décennies aux destinées du collège Marie-Thérèse (théologie). Une rue d’Ohey porte son nom.

Suite des inscritions :
PROFESSEUR ÉMÉRITE DE L’UNIVERSITÉ / CATHOLIQUE DE LOUVAIN / PRÉLAT DOMESTIQUE DE SA SAINTETÉ / DOCTEUR EN THÉOLOGIE, CHANOINE / HONORAIRE DE LA CATHÉDRALE DE NAMUR / COMMANDEUR DE L’ORDRE DE LÉOPOLD II / MEMBRE DE L’ACADÉMIE ROYALE DES / SCIENCES DES LETTRES ET DES BEAUX / ARTS DE BELGIQUE. MEMBRE DE LA / COMMISSION / DES ÉTUDES BIBLIQUES/ MEMBRE DE L’ACADÉMIE DE LA RELIGION / CATHOLIQUE DE ROME / MEMBRE DE L’ACADÉMIE ROYALE DES / LETTRES DES SCIENCES ET DES ARTS / DE PALERME. CORRESPONDANT DE LA / SOCIÉTÉ D’ÉTUDES BIBLIQUES DE ROME / CORESPONDANT DE LA SOCIÉTÉ DE / GÉOGRAPHIE DE LISBONNE / MEMBRE DE LA SOCIÉTÉ D’ARCHÉOLOGIE / BIBLIQUE DE LONDRES / MEMBRE DU CONSEIL D’ADMINISTRATION / DE LA BIBLIOTHÈQUE / ROYALE DE BELGIQUE / NÉ À OHEY LE 27 JUILLET 1827 / DÉCÉDÉ À LOUVAIN LE 30 JUILLET 1907 / MUNI DES SECOURS DE LA RELIGION / R.I.P.

Côté intérieur gauche : ROSALIE / LAMY / 1832 – 1918   -   JOSEPH LECLERCQ / 1832 – 1896
Sous l'épitaphe de Mgr Lamy : NICOLAS – JOSEPH / LAMY / 1824 - 1900
";Ohey;Ohey;Rue Marteau + cimetière, allée droite 02 parcelle 34;50.439998;5.12969;Ohey-Cat11.4-TombeLamyLeclercq-AF-01àOhey-Cat11.4-TombeLamyLeclercq-AF-06;
Sépulture Melot-Hanoul;Adossée au mur du cimetière,  imposante sépulture écclectique à caveau semi-enterré marquant très bien l'axe de l'entrée ancienne du cimetière, toujours utilisée. Allée droite 04, parcelle 40.;"Désiré Gilon, dernier bourgmestre de Haillot avant la fusion des communes
Suite des inscriptions : 
MONSIEUR / THOMAS - JOSEPH / HANOUL / NÉ EN 1815 / DÉCÉDÉ EN 1893   -   SON ÉPOUSE / MME MARIE - AGNÈS / MATAGNE / NÉE EN 1825 / DÉCÉDÉE EN 1859  -    MONSIEUR / JOSEPH MELOT / NÉ EN 1835 / DÉCÉDÉ EN 1886   -   SON ÉPOUSE / MME FLORENTINE / HANOUL / NÉE EN 1845 / DÉCÉDÉE EN 1938
Partie gauche de la stèle :  
FLORE MELOT / 1880 – 1951 / EMILIE MICHAUX / 1917 – 2010   -   INES CHRISTINE / LECLERCQ / 1943 - 2017
Partie droite de la stèle : 
MLLE CELESTINE / MELOT / NÉE EN 1884 / DÉCÉDÉE EN 1894  -  MONSIEUR /
AUGUSTE MICHAUX / NÉ EN 1869 / DÉCÉDÉ EN 1940   -   SON ÉPOUSE ME MARIE MELOT / NÉE EN 1875 / DÉCÉDÉE EN 1948   -   JOSEPH / MÉLOT / 1873 – 1943 / JULIA / LAPIERRE / 1881 – 1912   -   MEUR DÉSIRÉ / GILON / 1913 – 1986 / JULIA / MÉLOT / 1912 – 2002     -    ME CÉLESTINE / ADAM / NÉE EN 1843 / DÉCÉDÉE EN 1927";Ohey;Haillot;Rue de l'église + cimetière, allée droite 04 parcelle 40;50.440698;5.15113;Haillot-Cat11.4-TombeMelotHanoul-MT-01Haillot-Cat11.4-TombeMelotHanoul-AF-01;Haillot-Cat11.4-TombeMelotHanoul-MT
Sépulture Michaux;Croix-stèle. L'avant est inintéressant. allée gauche 02 parcelle 105 Cimetière repris à l'IPIC sous la référence 92097-INV-0098-01;"Ancien échevin.

"" Légèrement à l’écart du centre du village, cimetière enclos de murs en brique, centré sur un monument commémoratif érigé par la commune d’Ohey à ses glorieux enfants morts pour la Patrie lors des deux Guerres mondiales, orné à l’arrière de la Flamme éternelle. Le long des allées, principalement le long des murs, monuments en calcaire de diverses inspirations : néo-gothique, néoclassique, rustique ou encore chapelle dont l’intérieur est conçu en rocaille. Angles à rue marqués par une importante chapelle funéraire ponctuée d’un dôme et à l’opposé, un monument de grande famille de facture plus simple. CS ""
IPIC : 92097-INV-0098-01";Ohey;Ohey;Rue Marteau + cimetière, allée gauche 02 parcelle 105;50.439998;5.12969;Ohey-Cat11.4-TombeMichaux-AF-01Ohey-Cat11.4-TombeMichaux-AF-02;Ohey-Cat11.4-TombeMichaux-AF
Sépulture Puffet Dave;Sépulture signée par l'artisan H. Payafat, située dans l'allée droite 02, parcelle 33. Cimetière repris à l'IPIC sous la référence 92097-INV-0098-01;"Partie latérale gauche : 
MR JOSEPH / CHARLIER / NÉE EN 1844 / DÉCÉDÉE EN 1921   -   FÉLICIE / PUFFET / NÉE EN 1865 / DÉCÉDÉE EN 1951   -   MR FRANÇOIS / PUFFET / NÉ EN 1821 /DÉCÉDÉ EN 1904  -  SON ÉPOUSE / SOPHIE PUFFET / NÉE EN 1825 / DÉCÉDÉE EN 1902   -   MARCEL PUFFET / NÉ EN 1921 / PRISONNIER/ POLITIQUE / DÉCÉDÉ EN 1947
Partie latérale droite :
GUSTAVE PUFFET / NÉ EN 1863 / DÉCÉDÉ EN 1918   -   SOPHIE PUFFET / NÉE EN 1858/ DÉCÉDÉE EN 1923   -   JEAN-BAPTISTE / PUFFET / NÉ EN 1855 / DÉCÉDÉ EN 1922   -   FIRMINE DAVE / NÉE EN 1890 / DÉCÉDÉE EN 1926   -   GUSTAVE PUFFET / NÉ EN 1918 / PRISONNIER / DE GUERRE  / DÉCÉDÉ EN 1940 / AU CAMP DE / FALLINGSBOSTEL / ALLEMAGNE   -   MAURICE PUFFET / VEUF DE / FIRMINE DAVE / NÉ EN 1868 / DÉCÉDÉ EN 1940";Ohey;Ohey;Rue Marteau + cimetière, allée droite 02 parcelle 33;50.439998;5.12969;Ohey-Cat11.4-TombePuffetDave-AF-01Ohey-Cat11.4-TombePuffetDave-AF-02;Ohey-Cat11.4-TombePuffetDave-AF
Sépulture Raymond-Bouverye - ancien cimetière;Elément de la sépulture Raymond Bouvereye sauvegardé de l'ancien cimetière et préservé dans un encadrement de pierre fixé sur la nef de l'église Saint-Lambert, côté parvis. Epitaphe gravée dans une haute stèle en marbre blanc entourée d'un cadre en pierre calcaire. Un crâne sur deux tibias croisés. Une croix.;""" Pointant le centre du village au sein de l’ancien cimetière, édifice de tradition classique élevé en grès sur un soubassement calcaire, sur une butte rocheuse à la fin du 18e siècle. (...) ""
IPIC : 92097-INV-0042-03";Ohey;Perwez;Rue curé Binet , 25 + mur de l'église;50.453018;5.171421;Perwez-Cat18-StèleEgliseRaymondBouverye-PG-01Perwez-Cat18-StèleEgliseRaymondBouverye-AF-01Perwez-Cat18-StèleEgliseRaymondBouverye-AF-02Perwez-Cat18-StèleEgliseRaymondBouverye-AF-03;Perwez-Cat18-StèleEgliseRaymondBouverye-PG
Sépulture Ronveaux Wanet;"Située dans l'angle gauche du cimetière, au fond, sépulture à caveau semi-enterré surmonté d'une grille en fer forgé dont la petite porte est ornée des initiales R et W. Sur la dalle surélevée,buste d’Eugène Ronveaux portant sur le socle l'inscription "" F.N.A.P.G. CINEY "". Situation: 62 G04";Eugène Ronveaux a fondé l’entreprise Ronveaux à Ciney en 1923. Au départ, la société est active dans la distribution électrique et construit des stations de pompage d’eau avant de développer en 1933 son activité construction.;Ohey;Ohey;Rue Marteau + cimetière, 62 G04;50.439998;5.12969;Ohey-Cat11.4-TombeRonveauxWanet-AF-01àOhey-Cat11.4-TombeRonveauxWanet-AF-04;
Sépulture Wilmet Monjoie;Sépulture d'inspiration Art déco située dans l'allée centrale. Stèle décorée d'une palme des martyrs sur un casque de soldat reposant sur le millésime 1940. Emplacement pour un médaillon avec photo-porcelaine, disparue. Cimetière repris à l'IPIC sous la référence 92097-INV-0098-01;Albéric Wilmet était instituteur d’Ohey. Soldat, il fut tué le 10-5-1940 à l’âge de 24 ans, lors de la campagne des 18 jours. ;Ohey;Ohey;Rue Marteau + cimetière, allée centrale;50.439998;5.12969;Ohey-Cat11.4-TombeWilmetMonjoie-AF-01Ohey-Cat11.4-TombeWilmetMonjoie-AF-02;Ohey-Cat11.4-TombeWilmetMonjoie-AF
Sépultures Haverland Tonglet;Ensemble de trois croix-stèles de style néo-gothique. Celle de gauche arbore un ciboire gravé en relief. Clôture. Allée gauche 02 parcelle 116 Cimetière repris à l'IPIC sous la référence 92097-INV-0098-01;"Alexandre Haverland : ancien bourgmestre d'Ohey
A l'avant de la concession : FAMILLE / HAVERLAND / TONGLET
Stèle 1 : JHS  -  PRIEZ DIEU / POUR LE REPOS DE L’ÂME / DE MONSIEUR L’ABBÉ HÉLIODORE HAVERLAND / NÉ À OHEY LE 25 MARS 1849. / ORDONNÉ PRÊTRE À NAMUR, LE 27 AOÛT 1876 / VICAIRE À GRAND-LEEZ, LE 1ER OCTOBRE 1876 / CURÉ À AISCHE-EN-REFAIL LE 1ER JANVIER 1883 / Y DÉCÉDÉ PIEUSEMENT LE 14 JANVIER 1902 / ADMINISTRÉ DES SACREMENTS / DE NOTRE MÈRE LA SAINTE EGLISE.   -   REQUIEM AETERNAM DONA EIS DOMINE / ET LUX PERPETUA LUCEAT EI. / MLLE VIRGINIE HAVERLAND  / DÉCÉDÉE LE 30 AVRIL 1917 / À L’ÂGE DE 70 ANS / JULES BRAGARD 1874 – 1937 / ET AMANDINE HAVERLAND 1873 – 1956
Stèle 2 : ICI REPOSE / (Colonne gauche) : MR / ALEXANDRE / HAVERLAND / ANCIEN / BOURGMESTRE / D’OHEY / Y DÉCÉDÉ LE 3 AVRIL / 1923 À L’ÂGE / DE 81 ANS / (Colonne droite) : MME / ALEXANDRE / HAVERLAND / NÉE / HENRIETTE / TONGLET / DÉCÉDÉ À OHEY / LE 29 AVRIL / 1907 / À L’ÂGE / DE 65 ANS   -   REQUIEM AETERNAM DONA EI DO- / MINE ET LUX PERPETUA LUCEAT EI / MLLE PHILIPPINE TONGLET DÉCÉDÉE / À OHEY LE 30 MAI 1918 / À L’ÂGE DE 83 ANS / R.I.P. / MARIE – JOSÈPHE BRAGARD 1903 - 1995
Stèle 3 : JHS  -  (Colonne gauche) : A / LA MÉMOIRE / DE MONSIEUR / JEAN-BAPTISTE / HAVERLAND /PIEUSEMENT / DÉCÉDÉ À OHEY / LE 31 AOÛT 1868 / À L’ÂGE DE 56 ANS / ADMINISTRÉ / DES SACREMENTS / DE NOTRE MÈRE / LA SAINTE EGLISE   -   (Colonne droite) : ET DE / SON ÉPOUSE / MADAME / ROSALIE / BEAUJEAN / PIEUSEMENT DÉCÉDÉE / À AISCHE-EN-REFAIL / LE 9 DÉCEMBRE 1896 / À L’ÂGE DE 80 ANS / ADMINISTRÉE DES SACREMENTS / DE NOTRE MÈRE / LA SAINTE EGLISE   -    Sur le socle : REQUIEM AETERNAM DONA EIS DOMINE / ET LUX PERPETUA LUCEAT EIS. / (Colonne gauche) : MONSIEUR JOSEPH / HAVERLAND / DÉCÉDÉ LE 28 JUIN / 1915 À L’ÂGE DE 70 ANS / MARIE –AMANDINE / BRAGARD / 25 JANVIER 1964 / (Colonne droite) : SON ÉPOUSE / MADAME  DÉSIRÉE / DONY / DÉCÉDÉE LE 16 FÉVRIER / 1910 À L’ÂGE DE 64 ANS
";Ohey;Ohey;Rue Marteau + cimetière, allée gauche 02 parcelle 116;50.439998;5.12969;Ohey-Cat11.4-TombeHaverlandTonglet-AF-01àOhey-Cat11.4-TombeHaverlandTonglet-AF-04;
Stèle à déchiffrer - ancien cimetière;Simplement osée sur le mur de l'église, côté rue Grand Vivier, stèle rectangulaire portant des épitaphes sur toute sa surface;Pas d'information trouvée;Ohey;Perwez;Rue curé Binet , 25 + mur de l'église;50.452972;5.17129;Perwez-Cat18-StèleEgliseXXX-AF-01Perwez-Cat18-StèleEgliseXXX-AF-02;Perwez-Cat18-StèleEgliseXXX-AF
Stèle du curé Antoine Rinskops - ancien cimetière;Stèle funéraire verticale en pierre calcaire, accolée au mur de l'église, décorée d'un chapiteau à acrotères et couronne, sommée d'une croix. Calice surmonté de l'hostie finement ciselé au-dessus de l'épitaphe. A gauche et à droite du calice, symboles illisibles car effacés par l'usure.  ;""" Pointant le centre du village au sein de l’ancien cimetière, édifice de tradition classique élevé en grès sur un soubassement calcaire, sur une butte rocheuse à la fin du 18e siècle. Haute mononef éclairée par (...). Dans le prolongement, petite sacristie dans les murs de laquelle sont insérées trois croix funéraires dont une de 1573 et une autre de 1608. (...) ""
IPIC : 92097-INV-0042-02";Ohey;Perwez;Rue curé Binet , 25 + mur de l'église;50.452972;5.17129;Perwez-Cat18-StèleEgliseCuré-AF-01Perwez-Cat18-StèleEgliseCuré-AF-02Perwez-Cat18-StèleEgliseCuré-PG-01;Perwez-Cat18-StèleEgliseCuré-AF
Tilleul de Haillot;Tilleul à grandes feuilles ( tillia platiphylos) multicentenaire, classé comme monument, malheureusement détruit en 2021. En 1998, il mesurait 19 m et avait une circonférence de 623 cm. ;Il est repris sur la liste des arbres remarquables de Wallonie depuis le 13 août 1999. Classé comme monument le 16 septembre 2011. Il fut déjà répertorié par Jean Chalon sous le n°498. Ce tilleul a été détruit par la foudre en mai 2021.;Ohey;Haillot;Rue Stocus + en face du n° 60;50.440185;5.148865;Haillot-Cat12.6-TilleulD'Haillot-AF-01;
